Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,816.0,288.0,688.0,2.97,1.0,15.5,1.04,43.3,0.86,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,913.0,288.0,729.0,3.58,1.0,18.3,1.04,59.5,1.18,0.98,0.99
2.09,6.0,5760.0,1390.0,6820.0,31.3,31.3,567.0,288.0,569.0,1.3,1.0,6.97,1.02,0.0,0.21,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,577.0,288.0,578.0,1.39,1.0,7.44,1.02,11.9,0.24,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,912.0,288.0,729.0,3.58,1.0,18.3,1.04,59.4,1.18,0.98,1.0
2.09,6.0,5710.0,1390.0,6830.0,31.3,31.3,565.0,288.0,568.0,1.3,1.0,6.95,1.02,0.0,0.21,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,576.0,288.0,578.0,1.39,1.0,7.44,1.02,11.9,0.24,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,630.0,288.0,604.0,1.66,1.0,8.85,1.02,16.7,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,762.0,288.0,665.0,2.51,1.0,13.1,1.03,33.5,0.66,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,911.0,288.0,729.0,3.58,1.0,18.3,1.04,59.3,1.17,0.98,1.0
1.14,3.0,5260.0,1410.0,6710.0,10.7,10.7,582.0,288.0,566.0,1.28,1.0,6.87,1.02,0.0,0.23,0.98,1.0
2.09,6.0,5700.0,1390.0,6830.0,31.3,31.3,564.0,288.0,568.0,1.3,1.0,6.94,1.02,0.0,0.21,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,575.0,288.0,578.0,1.39,1.0,7.43,1.02,11.9,0.24,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,695.0,288.0,634.0,2.08,1.0,11.0,1.03,24.5,0.48,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,813.0,288.0,687.0,2.97,1.0,15.4,1.04,43.1,0.85,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,88.0,1.74,0.98,1.0
1.14,3.0,7000.0,1380.0,6700.0,9.03,9.03,632.0,288.0,572.0,1.33,1.0,7.12,1.02,3.03,0.29,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,574.0,288.0,578.0,1.39,1.0,7.42,1.02,11.8,0.23,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,694.0,288.0,634.0,2.08,1.0,11.0,1.03,24.4,0.48,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,760.0,288.0,664.0,2.51,1.0,13.1,1.03,33.4,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,812.0,288.0,687.0,2.97,1.0,15.4,1.04,43.0,0.85,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.9,1.74,0.98,1.0
1.14,3.0,7160.0,1360.0,6690.0,8.2,8.2,640.0,288.0,572.0,1.33,1.0,7.12,1.02,11.1,0.31,0.98,1.0
3.14,9.0,8380.0,1390.0,7110.0,60.3,60.3,574.0,288.0,578.0,1.39,1.0,7.41,1.02,11.8,0.23,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,759.0,288.0,664.0,2.51,1.0,13.1,1.03,33.3,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,811.0,288.0,687.0,2.97,1.0,15.4,1.04,42.9,0.85,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.8,1.74,0.98,1.0
1.14,3.0,6580.0,1340.0,6680.0,6.79,6.79,631.0,288.0,569.0,1.3,1.0,7.0,1.02,23.4,0.3,0.98,1.0
4.16,12.0,14700.0,1550.0,7780.0,114.0,114.0,626.0,288.0,604.0,1.66,1.0,8.81,1.02,16.5,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,758.0,288.0,664.0,2.5,1.0,13.1,1.03,33.2,0.66,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,810.0,288.0,687.0,2.97,1.0,15.4,1.04,42.8,0.85,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,907.0,288.0,728.0,3.58,1.0,18.2,1.04,58.9,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9770.0,645.0,645.0,1060.0,288.0,775.0,4.5,1.0,22.3,1.05,87.7,1.74,0.98,1.0
1.14,3.0,4020.0,1390.0,6650.0,9.98,9.98,566.0,288.0,564.0,1.24,1.0,6.77,1.02,3.97,0.2,0.98,0.98
2.09,6.0,2970.0,1370.0,6760.0,27.6,27.6,506.0,288.0,559.0,1.21,1.0,6.56,1.02,4.96,0.13,0.98,0.98
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,592.0,288.0,581.0,1.39,1.0,7.59,1.02,12.6,0.25,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,715.0,288.0,638.0,2.09,1.0,11.2,1.03,25.7,0.51,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,785.0,288.0,669.0,2.51,1.0,13.4,1.03,35.0,0.69,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,932.0,288.0,732.0,3.6,1.0,18.7,1.04,61.3,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.54,1.0,23.0,1.05,90.2,1.79,0.98,0.98
2.09,6.0,3010.0,1370.0,6760.0,27.8,27.8,506.0,288.0,559.0,1.21,1.0,6.56,1.02,4.3,0.13,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,591.0,288.0,581.0,1.39,1.0,7.58,1.02,12.5,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,647.0,288.0,607.0,1.66,1.0,9.03,1.02,17.5,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,715.0,288.0,638.0,2.09,1.0,11.2,1.03,25.6,0.51,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,783.0,288.0,669.0,2.51,1.0,13.4,1.03,34.9,0.69,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,931.0,288.0,732.0,3.6,1.0,18.7,1.04,61.2,1.21,0.98,0.98
1.14,3.0,5150.0,1380.0,6650.0,9.39,9.39,598.0,288.0,568.0,1.28,1.0,6.95,1.02,4.34,0.24,0.98,0.98
2.09,6.0,3240.0,1380.0,6770.0,28.7,28.7,511.0,288.0,560.0,1.22,1.0,6.6,1.02,1.63,0.14,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,646.0,288.0,607.0,1.66,1.0,9.02,1.02,17.5,0.35,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,714.0,288.0,638.0,2.09,1.0,11.2,1.03,25.5,0.51,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,930.0,288.0,732.0,3.6,1.0,18.7,1.04,61.1,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,23.0,1.05,90.0,1.78,0.98,0.98
2.09,6.0,3140.0,1380.0,6770.0,28.3,28.3,508.0,288.0,560.0,1.21,1.0,6.58,1.02,3.24,0.13,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,590.0,288.0,581.0,1.39,1.0,7.57,1.02,12.5,0.25,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,713.0,288.0,638.0,2.09,1.0,11.2,1.03,25.5,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,781.0,288.0,668.0,2.51,1.0,13.4,1.03,34.7,0.69,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,831.0,288.0,690.0,2.98,1.0,15.7,1.04,44.6,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,929.0,288.0,732.0,3.6,1.0,18.7,1.04,61.0,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,22.9,1.05,89.9,1.78,0.98,0.98
1.14,3.0,5500.0,1350.0,6630.0,7.71,7.71,616.0,288.0,569.0,1.28,1.0,6.98,1.02,17.8,0.27,0.98,0.98
2.09,6.0,3400.0,1380.0,6780.0,29.2,29.2,514.0,288.0,561.0,1.22,1.0,6.62,1.02,0.28,0.14,0.98,0.98
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,589.0,288.0,580.0,1.39,1.0,7.56,1.02,12.4,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,644.0,288.0,607.0,1.66,1.0,9.0,1.02,17.4,0.34,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,780.0,288.0,668.0,2.51,1.0,13.4,1.03,34.7,0.69,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,830.0,288.0,690.0,2.98,1.0,15.7,1.04,44.5,0.88,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,928.0,288.0,732.0,3.6,1.0,18.6,1.04,60.9,1.21,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,22.9,1.05,89.8,1.78,0.98,0.98
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,588.0,288.0,580.0,1.39,1.0,7.55,1.02,12.4,0.25,0.98,0.98
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,643.0,288.0,606.0,1.66,1.0,8.99,1.02,17.3,0.34,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,927.0,288.0,731.0,3.59,1.0,18.6,1.04,60.8,1.2,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,778.0,4.53,1.0,22.9,1.05,89.7,1.78,0.98,0.98
1.14,3.0,3770.0,1330.0,6620.0,6.52,6.52,572.0,288.0,561.0,1.22,1.0,6.64,1.02,25.4,0.23,0.98,0.98
2.09,6.0,3580.0,1380.0,6780.0,29.7,29.7,517.0,288.0,561.0,1.23,1.0,6.64,1.02,0.0,0.14,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,778.0,288.0,668.0,2.51,1.0,13.3,1.03,34.5,0.68,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,926.0,288.0,731.0,3.59,1.0,18.6,1.04,60.7,1.2,0.98,0.98
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,587.0,288.0,580.0,1.39,1.0,7.54,1.02,12.3,0.24,0.98,0.98
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,641.0,288.0,606.0,1.66,1.0,8.97,1.02,17.3,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,709.0,288.0,637.0,2.09,1.0,11.2,1.03,25.3,0.5,0.98,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,925.0,288.0,731.0,3.59,1.0,18.6,1.04,60.6,1.2,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1080.0,288.0,777.0,4.53,1.0,22.8,1.05,89.5,1.77,0.98,0.98
2.09,6.0,3770.0,1390.0,6790.0,30.1,30.1,521.0,288.0,562.0,1.24,1.0,6.67,1.02,0.0,0.15,0.98,0.98
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,586.0,288.0,580.0,1.39,1.0,7.53,1.02,12.3,0.24,0.98,0.98
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,640.0,288.0,606.0,1.66,1.0,8.96,1.02,17.2,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,708.0,288.0,637.0,2.09,1.0,11.2,1.03,25.2,0.5,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,826.0,288.0,689.0,2.98,1.0,15.6,1.04,44.2,0.87,0.98,0.98
1.14,3.0,956.0,1360.0,6640.0,7.9,7.9,468.0,288.0,547.0,1.12,1.0,6.06,1.02,5.8,0.09,0.98,0.98
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,585.0,288.0,580.0,1.39,1.0,7.52,1.02,12.3,0.24,0.98,0.98
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,640.0,288.0,606.0,1.66,1.0,8.95,1.02,17.2,0.34,0.98,0.98
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,707.0,288.0,637.0,2.09,1.0,11.1,1.03,25.1,0.5,0.98,0.98
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,774.0,288.0,667.0,2.51,1.0,13.3,1.03,34.3,0.68,0.98,0.98
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,825.0,288.0,689.0,2.98,1.0,15.6,1.04,44.1,0.87,0.98,0.98
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,777.0,4.52,1.0,22.8,1.05,89.2,1.77,0.98,0.98
1.14,3.0,1060.0,1370.0,6650.0,8.54,8.54,469.0,288.0,548.0,1.13,1.0,6.08,1.02,2.09,0.09,0.98,0.99
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,584.0,288.0,580.0,1.39,1.0,7.51,1.02,12.2,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,639.0,288.0,606.0,1.66,1.0,8.95,1.02,17.1,0.34,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,773.0,288.0,667.0,2.51,1.0,13.3,1.03,34.2,0.68,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,824.0,288.0,689.0,2.98,1.0,15.6,1.04,44.0,0.87,0.98,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,921.0,288.0,731.0,3.59,1.0,18.5,1.04,60.3,1.19,0.98,0.99
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,777.0,4.52,1.0,22.7,1.05,89.1,1.77,0.98,0.99
1.14,3.0,1530.0,1390.0,6670.0,9.67,9.67,480.0,288.0,551.0,1.15,1.0,6.19,1.02,0.7,0.1,0.98,0.99
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,583.0,288.0,579.0,1.39,1.0,7.51,1.02,12.2,0.24,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,705.0,288.0,636.0,2.09,1.0,11.1,1.03,25.0,0.5,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,920.0,288.0,730.0,3.59,1.0,18.5,1.04,60.2,1.19,0.98,0.99
1.14,3.0,2830.0,1410.0,6690.0,11.0,11.0,518.0,288.0,557.0,1.2,1.0,6.47,1.02,0.0,0.15,0.98,0.99
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,583.0,288.0,579.0,1.39,1.0,7.5,1.02,12.2,0.24,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,704.0,288.0,636.0,2.09,1.0,11.1,1.03,25.0,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,771.0,288.0,666.0,2.51,1.0,13.2,1.03,34.1,0.68,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,822.0,288.0,689.0,2.98,1.0,15.6,1.04,43.8,0.87,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,582.0,288.0,579.0,1.39,1.0,7.49,1.02,12.1,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7750.0,114.0,114.0,636.0,288.0,605.0,1.66,1.0,8.92,1.02,17.0,0.34,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,703.0,288.0,636.0,2.08,1.0,11.1,1.03,24.9,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,770.0,288.0,666.0,2.51,1.0,13.2,1.03,34.0,0.67,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,918.0,288.0,730.0,3.59,1.0,18.5,1.04,60.0,1.19,0.98,0.99
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.7,1.05,88.8,1.76,0.98,0.99
1.14,3.0,7050.0,1360.0,6660.0,7.97,7.97,647.0,288.0,573.0,1.32,1.0,7.17,1.02,13.5,0.31,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,581.0,288.0,579.0,1.39,1.0,7.49,1.02,12.1,0.24,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,702.0,288.0,636.0,2.08,1.0,11.1,1.03,24.9,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,769.0,288.0,666.0,2.51,1.0,13.2,1.03,34.0,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,820.0,288.0,688.0,2.98,1.0,15.5,1.04,43.7,0.87,0.98,0.99
1.14,3.0,3510.0,1310.0,6630.0,5.54,5.54,563.0,288.0,559.0,1.21,1.0,6.53,1.02,31.2,0.22,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,580.0,288.0,579.0,1.39,1.0,7.48,1.02,12.1,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7750.0,114.0,114.0,634.0,288.0,605.0,1.66,1.0,8.9,1.02,16.9,0.34,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,701.0,288.0,635.0,2.08,1.0,11.1,1.03,24.8,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,768.0,288.0,666.0,2.51,1.0,13.2,1.03,33.9,0.67,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,916.0,288.0,730.0,3.59,1.0,18.4,1.04,59.8,1.18,0.98,0.99
1.14,3.0,1000.0,1320.0,6640.0,6.1,6.1,481.0,288.0,547.0,1.12,1.0,6.03,1.02,21.4,0.12,0.98,0.99
2.09,6.0,5250.0,1390.0,6810.0,31.6,31.6,556.0,288.0,567.0,1.29,1.0,6.9,1.02,0.0,0.19,0.98,0.99
3.14,9.0,8380.0,1390.0,7080.0,60.3,60.3,579.0,288.0,579.0,1.39,1.0,7.47,1.02,12.0,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,634.0,288.0,605.0,1.66,1.0,8.89,1.02,16.9,0.33,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,767.0,288.0,665.0,2.51,1.0,13.2,1.03,33.8,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,818.0,288.0,688.0,2.97,1.0,15.5,1.04,43.5,0.86,0.98,0.99
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1070.0,288.0,776.0,4.52,1.0,22.6,1.05,88.5,1.75,0.98,0.99
1.14,3.0,484.0,1350.0,6650.0,7.43,7.43,449.0,288.0,543.0,1.1,1.0,5.9,1.02,6.98,0.07,0.98,0.99
2.09,6.0,5240.0,1390.0,6820.0,31.6,31.6,555.0,288.0,567.0,1.29,1.0,6.89,1.02,0.0,0.19,0.98,0.99
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,579.0,288.0,579.0,1.39,1.0,7.46,1.02,12.0,0.24,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,766.0,288.0,665.0,2.51,1.0,13.2,1.03,33.7,0.67,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,914.0,288.0,729.0,3.58,1.0,18.4,1.04,59.6,1.18,0.98,0.99
1.14,3.0,847.0,1370.0,6670.0,8.5,8.5,456.0,288.0,545.0,1.12,1.0,5.98,1.02,0.0,0.08,0.98,0.99
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,578.0,288.0,578.0,1.39,1.0,7.46,1.02,12.0,0.24,0.98,0.99
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,632.0,288.0,604.0,1.66,1.0,8.87,1.02,16.8,0.33,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,698.0,288.0,635.0,2.08,1.0,11.0,1.03,24.7,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8810.0,246.0,246.0,765.0,288.0,665.0,2.51,1.0,13.2,1.03,33.7,0.67,0.98,0.99
1.14,3.0,1590.0,1390.0,6690.0,9.93,9.93,476.0,288.0,550.0,1.15,1.0,6.15,1.02,0.0,0.1,0.98,0.99
4.16,12.0,14700.0,1550.0,7760.0,114.0,114.0,631.0,288.0,604.0,1.66,1.0,8.86,1.02,16.8,0.33,0.98,0.99
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,697.0,288.0,635.0,2.08,1.0,11.0,1.03,24.6,0.49,0.98,0.99
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,764.0,288.0,665.0,2.51,1.0,13.2,1.03,33.6,0.67,0.98,0.99
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,815.0,288.0,687.0,2.97,1.0,15.5,1.04,43.3,0.86,0.98,0.99
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,912.0,288.0,729.0,3.58,1.0,18.3,1.04,59.4,1.18,0.98,0.99
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.5,1.05,88.2,1.75,0.98,0.99
1.14,3.0,2470.0,1410.0,6700.0,10.9,10.9,502.0,288.0,554.0,1.19,1.0,6.35,1.02,0.0,0.13,0.98,1.0
3.14,9.0,8380.0,1390.0,7090.0,60.3,60.3,576.0,288.0,578.0,1.39,1.0,7.44,1.02,11.9,0.24,0.98,1.0
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,696.0,288.0,635.0,2.08,1.0,11.0,1.03,24.5,0.49,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,763.0,288.0,665.0,2.51,1.0,13.1,1.03,33.5,0.66,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,911.0,288.0,729.0,3.58,1.0,18.3,1.04,59.3,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.5,1.05,88.1,1.74,0.98,1.0
1.14,3.0,3350.0,1410.0,6710.0,11.3,11.3,527.0,288.0,558.0,1.22,1.0,6.52,1.02,0.0,0.16,0.98,1.0
2.09,6.0,5900.0,1390.0,6820.0,31.2,31.2,570.0,288.0,569.0,1.31,1.0,6.98,1.02,0.0,0.22,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,629.0,288.0,604.0,1.66,1.0,8.85,1.02,16.7,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8480.0,175.0,175.0,695.0,288.0,634.0,2.08,1.0,11.0,1.03,24.5,0.49,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,762.0,288.0,664.0,2.51,1.0,13.1,1.03,33.5,0.66,0.98,1.0
8.21,24.0,51000.0,3090.0,9310.0,438.0,438.0,910.0,288.0,729.0,3.58,1.0,18.3,1.04,59.2,1.17,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,88.0,1.74,0.98,1.0
1.14,3.0,4510.0,1410.0,6710.0,11.1,11.1,560.0,288.0,563.0,1.26,1.0,6.73,1.02,0.0,0.2,0.98,1.0
2.09,6.0,6070.0,1390.0,6830.0,31.0,31.0,574.0,288.0,569.0,1.31,1.0,7.0,1.02,0.0,0.22,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,575.0,288.0,578.0,1.39,1.0,7.43,1.02,11.8,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,628.0,288.0,604.0,1.66,1.0,8.84,1.02,16.6,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,694.0,288.0,634.0,2.08,1.0,11.0,1.03,24.4,0.48,0.98,1.0
9.3,27.0,72800.0,3560.0,9760.0,645.0,645.0,1060.0,288.0,775.0,4.51,1.0,22.4,1.05,87.9,1.74,0.98,1.0
2.09,6.0,6100.0,1390.0,6830.0,30.9,30.9,574.0,288.0,569.0,1.31,1.0,7.0,1.02,0.0,0.22,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,574.0,288.0,578.0,1.39,1.0,7.42,1.02,11.8,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,628.0,288.0,604.0,1.66,1.0,8.83,1.02,16.6,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,693.0,288.0,634.0,2.08,1.0,11.0,1.03,24.4,0.48,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,760.0,288.0,664.0,2.51,1.0,13.1,1.03,33.3,0.66,0.98,1.0
1.14,3.0,6970.0,1380.0,6700.0,9.06,9.06,630.0,288.0,571.0,1.33,1.0,7.11,1.02,2.38,0.29,0.98,1.0
2.09,6.0,6350.0,1390.0,6830.0,30.5,30.5,581.0,288.0,570.0,1.32,1.0,7.04,1.02,1.09,0.23,0.98,1.0
3.14,9.0,8380.0,1390.0,7100.0,60.3,60.3,573.0,288.0,578.0,1.39,1.0,7.41,1.02,11.8,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,627.0,288.0,603.0,1.66,1.0,8.82,1.02,16.5,0.33,0.98,1.0
5.14,15.0,21600.0,1920.0,8490.0,175.0,175.0,693.0,288.0,634.0,2.08,1.0,11.0,1.03,24.3,0.48,0.98,1.0
7.15,21.0,39000.0,2680.0,9130.0,332.0,332.0,810.0,288.0,687.0,2.97,1.0,15.4,1.04,42.9,0.85,0.98,1.0
1.14,3.0,7020.0,1350.0,6680.0,7.49,7.49,638.0,288.0,571.0,1.32,1.0,7.08,1.02,17.4,0.31,0.98,1.0
3.14,9.0,8380.0,1390.0,7110.0,60.3,60.3,572.0,288.0,577.0,1.39,1.0,7.41,1.02,11.7,0.23,0.98,1.0
4.16,12.0,14700.0,1550.0,7770.0,114.0,114.0,626.0,288.0,603.0,1.66,1.0,8.81,1.02,16.5,0.33,0.98,1.0
6.18,18.0,29800.0,2310.0,8820.0,246.0,246.0,757.0,288.0,664.0,2.51,1.0,13.1,1.03,33.2,0.66,0.98,1.0
