,Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
3628,3.57,909.0,24.0,16502.78620930718
3629,1.28,610.0,3.0,783.2618803930072
3630,1.39,594.0,9.0,1219.7966515848211
3631,2.51,787.0,18.0,7208.698502927139
3632,3.6,935.0,24.0,16502.78620930718
3633,1.29,624.0,3.0,834.972495471095
3634,1.39,593.0,9.0,1219.7966515848211
3635,2.51,785.0,18.0,7208.698502927139
3636,3.59,934.0,24.0,16502.78620930718
3637,4.53,1090.0,27.0,27140.00949485198
3638,1.29,625.0,3.0,805.818515645782
3639,1.39,592.0,9.0,1219.7966515848211
3640,1.66,648.0,12.0,2386.039620401448
3641,2.51,784.0,18.0,7208.698502927139
3642,3.59,933.0,24.0,16502.78620930718
3643,4.53,1080.0,27.0,27140.00949485198
3644,1.25,598.0,3.0,642.686081120376
3645,1.2,504.0,6.0,406.0089625744328
3646,3.59,932.0,24.0,16502.78620930718
3647,4.53,1080.0,27.0,27140.00949485198
3648,1.2,558.0,3.0,438.7234140738147
3649,1.39,591.0,9.0,1219.7966515848211
3650,1.66,646.0,12.0,2386.039620401448
3651,2.09,714.0,15.0,4342.937684322529
3652,2.51,782.0,18.0,7208.698502927139
3653,2.98,833.0,21.0,10945.308805106837
3654,1.66,645.0,12.0,2386.039620401448
3655,2.09,713.0,15.0,4342.937684322529
3656,3.59,929.0,24.0,16502.78620930718
3657,1.21,507.0,6.0,449.43624502255574
3658,1.66,644.0,12.0,2386.039620401448
3659,2.51,780.0,18.0,7208.698502927139
3660,2.98,831.0,21.0,10945.308805106837
3661,3.59,928.0,24.0,16502.78620930718
3662,4.52,1080.0,27.0,27140.00949485198
3663,1.12,467.0,3.0,117.06830864337006
3664,1.22,508.0,6.0,462.44243860841755
3665,1.66,643.0,12.0,2386.039620401448
3666,2.51,779.0,18.0,7208.698502927139
3667,2.98,830.0,21.0,10945.308805106837
3668,1.14,476.0,3.0,182.08671020206438
3669,1.22,509.0,6.0,469.668101711674
3670,2.08,710.0,15.0,4342.937684322529
3671,2.51,778.0,18.0,7208.698502927139
3672,3.59,926.0,24.0,16502.78620930718
3673,4.52,1080.0,27.0,27140.00949485198
3674,1.18,502.0,3.0,321.0707691968769
3675,1.23,514.0,6.0,502.90615198665404
3676,1.39,587.0,9.0,1219.7966515848211
3677,2.08,709.0,15.0,4342.937684322529
3678,2.51,777.0,18.0,7208.698502927139
3679,3.59,925.0,24.0,16502.78620930718
3680,4.52,1080.0,27.0,27140.00949485198
3681,1.24,552.0,3.0,571.4242877614477
3682,1.39,586.0,9.0,1219.7966515848211
3683,1.66,641.0,12.0,2386.039620401448
3684,2.08,708.0,15.0,4342.937684322529
3685,2.51,775.0,18.0,7208.698502927139
3686,2.98,827.0,21.0,10945.308805106837
3687,4.52,1080.0,27.0,27140.00949485198
3688,1.32,637.0,3.0,978.3547841809334
3689,1.24,521.0,6.0,547.3073281573899
3690,2.08,707.0,15.0,4342.937684322529
3691,2.97,826.0,21.0,10945.308805106837
3692,4.52,1080.0,27.0,27140.00949485198
3693,1.29,630.0,3.0,834.2708731117937
3694,1.39,584.0,9.0,1219.7966515848211
3695,1.66,639.0,12.0,2386.039620401448
3696,2.08,706.0,15.0,4342.937684322529
3697,2.51,773.0,18.0,7208.698502927139
3698,3.59,922.0,24.0,16502.78620930718
3699,4.52,1080.0,27.0,27140.00949485198
3700,1.17,529.0,3.0,311.4051357993322
3701,1.24,522.0,6.0,561.8633741190225
3702,1.39,584.0,9.0,1219.7966515848211
3703,2.08,705.0,15.0,4342.937684322529
3704,2.51,772.0,18.0,7208.698502927139
3705,2.97,824.0,21.0,10945.308805106837
3706,3.59,921.0,24.0,16502.78620930718
3707,4.51,1070.0,27.0,27140.00949485198
3708,1.25,529.0,6.0,602.6203028115941
3709,1.39,583.0,9.0,1219.7966515848211
3710,1.66,637.0,12.0,2386.039620401448
3711,2.08,704.0,15.0,4342.937684322529
3712,3.58,920.0,24.0,16502.78620930718
3713,4.51,1070.0,27.0,27140.00949485198
3714,1.25,529.0,6.0,605.5315120039206
3715,1.39,582.0,9.0,1219.7966515848211
3716,1.66,636.0,12.0,2386.039620401448
3717,2.08,703.0,15.0,4342.937684322529
3718,2.51,770.0,18.0,7208.698502927139
3719,2.97,822.0,21.0,10945.308805106837
3720,3.58,919.0,24.0,16502.78620930718
3721,4.51,1070.0,27.0,27140.00949485198
3722,1.13,467.0,3.0,166.19025137490004
3723,1.26,533.0,6.0,634.643603927186
3724,1.66,635.0,12.0,2386.039620401448
3725,2.08,702.0,15.0,4342.937684322529
3726,2.51,769.0,18.0,7208.698502927139
3727,3.58,918.0,24.0,16502.78620930718
3728,1.16,484.0,3.0,259.49555318651693
3729,2.51,768.0,18.0,7208.698502927139
3730,4.51,1070.0,27.0,27140.00949485198
3731,1.2,510.0,3.0,388.33226791023435
3732,1.66,634.0,12.0,2386.039620401448
3733,2.08,700.0,15.0,4342.937684322529
3734,2.51,767.0,18.0,7208.698502927139
3735,2.97,819.0,21.0,10945.308805106837
3736,3.58,916.0,24.0,16502.78620930718
3737,1.24,543.0,3.0,566.5548191483833
3738,2.08,699.0,15.0,4342.937684322529
3739,2.51,766.0,18.0,7208.698502927139
3740,1.27,571.0,3.0,707.2667541026702
3741,1.28,550.0,6.0,736.5359256586149
3742,1.66,632.0,12.0,2386.039620401448
3743,2.97,817.0,21.0,10945.308805106837
3744,1.3,595.0,3.0,831.2654161398593
3745,1.39,577.0,9.0,1219.7966515848211
3746,2.08,697.0,15.0,4342.937684322529
3747,2.97,816.0,21.0,10945.308805106837
3748,4.51,1070.0,27.0,27140.00949485198
3749,1.33,641.0,3.0,1028.6516825649057
3750,2.08,696.0,15.0,4342.937684322529
3751,2.5,763.0,18.0,7208.698502927139
3752,2.97,815.0,21.0,10945.308805106837
3753,3.58,912.0,24.0,16502.78620930718
3754,4.5,1070.0,27.0,27140.00949485198
3755,1.32,643.0,3.0,998.0839860454772
3756,1.66,629.0,12.0,2386.039620401448
3757,2.5,762.0,18.0,7208.698502927139
3758,2.97,814.0,21.0,10945.308805106837
3759,3.58,911.0,24.0,16502.78620930718
3760,4.5,1070.0,27.0,27140.00949485198
3761,1.3,630.0,3.0,899.7311920370929
3762,1.39,575.0,9.0,1219.7966515848211
3763,1.66,629.0,12.0,2386.039620401448
3764,2.08,695.0,15.0,4342.937684322529
3765,4.5,1070.0,27.0,27140.00949485198
3766,1.24,585.0,3.0,628.9468492486766
3767,1.39,574.0,9.0,1219.7966515848211
3768,1.66,628.0,12.0,2386.039620401448
3769,2.08,694.0,15.0,4342.937684322529
3770,2.5,760.0,18.0,7208.698502927139
3771,2.97,812.0,21.0,10945.308805106837
3772,3.58,909.0,24.0,16502.78620930718
3773,4.5,1060.0,27.0,27140.00949485198
3774,1.27,598.0,3.0,732.6822386702115
3775,1.39,594.0,9.0,1219.7966515848211
3776,2.09,717.0,15.0,4342.937684322529
3777,2.51,786.0,18.0,7208.698502927139
3778,3.6,934.0,24.0,16502.78620930718
3779,1.29,616.0,3.0,806.2792825683084
3780,1.39,593.0,9.0,1219.7966515848211
3781,1.66,648.0,12.0,2386.039620401448
3782,2.09,716.0,15.0,4342.937684322529
3783,2.98,835.0,21.0,10945.308805106837
3784,3.6,933.0,24.0,16502.78620930718
3785,4.53,1080.0,27.0,27140.00949485198
3786,1.29,624.0,3.0,817.4842963661121
3787,1.2,505.0,6.0,414.61692644526886
3788,1.66,647.0,12.0,2386.039620401448
3789,2.09,715.0,15.0,4342.937684322529
3790,2.98,834.0,21.0,10945.308805106837
3791,3.59,932.0,24.0,16502.78620930718
3792,4.53,1080.0,27.0,27140.00949485198
3793,1.27,611.0,3.0,719.8645406435651
3794,1.21,506.0,6.0,431.832854186941
3795,1.66,646.0,12.0,2386.039620401448
3796,2.09,714.0,15.0,4342.937684322529
3797,2.98,833.0,21.0,10945.308805106837
3798,3.59,931.0,24.0,16502.78620930718
3799,4.53,1080.0,27.0,27140.00949485198
3800,1.22,573.0,3.0,511.14759671457136
3801,1.21,504.0,6.0,424.6595509612443
3802,1.39,590.0,9.0,1219.7966515848211
3803,1.66,645.0,12.0,2386.039620401448
3804,2.09,713.0,15.0,4342.937684322529
3805,2.51,782.0,18.0,7208.698502927139
3806,3.59,930.0,24.0,16502.78620930718
3807,4.53,1080.0,27.0,27140.00949485198
3808,1.18,536.0,3.0,345.4076402866858
3809,1.39,589.0,9.0,1219.7966515848211
3810,1.66,644.0,12.0,2386.039620401448
3811,2.98,831.0,21.0,10945.308805106837
3812,3.59,929.0,24.0,16502.78620930718
3813,1.22,508.0,6.0,463.8875712290688
3814,1.39,589.0,9.0,1219.7966515848211
3815,1.66,644.0,12.0,2386.039620401448
3816,2.51,779.0,18.0,7208.698502927139
3817,3.59,928.0,24.0,16502.78620930718
3818,4.52,1080.0,27.0,27140.00949485198
3819,1.12,475.0,3.0,128.39689175221486
3820,1.66,643.0,12.0,2386.039620401448
3821,2.09,710.0,15.0,4342.937684322529
3822,2.51,778.0,18.0,7208.698502927139
3823,3.59,927.0,24.0,16502.78620930718
3824,4.52,1080.0,27.0,27140.00949485198
3825,1.13,469.0,3.0,141.74447173976665
3826,1.23,519.0,6.0,531.2956775995938
3827,1.66,642.0,12.0,2386.039620401448
3828,2.09,709.0,15.0,4342.937684322529
3829,2.98,828.0,21.0,10945.308805106837
3830,3.59,926.0,24.0,16502.78620930718
3831,4.52,1080.0,27.0,27140.00949485198
3832,1.15,484.0,3.0,228.52992159763352
3833,1.39,586.0,9.0,1219.7966515848211
3834,1.66,641.0,12.0,2386.039620401448
3835,2.08,708.0,15.0,4342.937684322529
3836,2.51,776.0,18.0,7208.698502927139
3837,2.98,827.0,21.0,10945.308805106837
3838,4.52,1080.0,27.0,27140.00949485198
3839,1.2,521.0,3.0,420.81633594835284
3840,1.39,585.0,9.0,1219.7966515848211
3841,2.08,707.0,15.0,4342.937684322529
3842,2.51,775.0,18.0,7208.698502927139
3843,2.98,826.0,21.0,10945.308805106837
3844,4.52,1080.0,27.0,27140.00949485198
3845,1.24,524.0,6.0,566.2301879075123
3846,1.39,585.0,9.0,1219.7966515848211
3847,2.51,774.0,18.0,7208.698502927139
3848,2.98,825.0,21.0,10945.308805106837
3849,3.59,922.0,24.0,16502.78620930718
3850,1.33,650.0,3.0,1011.1739554354348
3851,1.25,529.0,6.0,598.2534890231043
3852,1.39,584.0,9.0,1219.7966515848211
3853,2.08,705.0,15.0,4342.937684322529
3854,2.51,773.0,18.0,7208.698502927139
3855,3.59,921.0,24.0,16502.78620930718
3856,1.39,583.0,9.0,1219.7966515848211
3857,1.66,637.0,12.0,2386.039620401448
3858,2.97,823.0,21.0,10945.308805106837
3859,1.66,637.0,12.0,2386.039620401448
3860,2.51,771.0,18.0,7208.698502927139
3861,2.97,822.0,21.0,10945.308805106837
3862,4.52,1070.0,27.0,27140.00949485198
3863,1.66,636.0,12.0,2386.039620401448
3864,3.58,918.0,24.0,16502.78620930718
3865,4.51,1070.0,27.0,27140.00949485198
3866,1.11,453.0,3.0,93.28435786059293
3867,2.08,702.0,15.0,4342.937684322529
3868,2.97,820.0,21.0,10945.308805106837
3869,3.58,917.0,24.0,16502.78620930718
3870,4.51,1070.0,27.0,27140.00949485198
3871,1.14,472.0,3.0,196.50662048204157
3872,1.27,545.0,6.0,701.6014153506966
3873,1.39,580.0,9.0,1219.7966515848211
3874,2.08,701.0,15.0,4342.937684322529
3875,2.51,767.0,18.0,7208.698502927139
3876,4.51,1070.0,27.0,27140.00949485198
3877,1.66,633.0,12.0,2386.039620401448
3878,2.08,700.0,15.0,4342.937684322529
3879,3.58,915.0,24.0,16502.78620930718
3880,1.22,530.0,3.0,498.1518751042216
3881,1.28,547.0,6.0,719.0686705046556
3882,2.51,765.0,18.0,7208.698502927139
3883,3.58,914.0,24.0,16502.78620930718
3884,4.51,1070.0,27.0,27140.00949485198
3885,1.25,554.0,3.0,618.673841271438
3886,2.51,764.0,18.0,7208.698502927139
3887,4.51,1070.0,27.0,27140.00949485198
3888,1.29,554.0,6.0,764.1924129857172
3889,1.66,631.0,12.0,2386.039620401448
3890,2.51,763.0,18.0,7208.698502927139
3891,2.97,815.0,21.0,10945.308805106837
3892,1.33,630.0,3.0,997.1415082494003
3893,1.39,576.0,9.0,1219.7966515848211
3894,1.66,630.0,12.0,2386.039620401448
3895,2.97,814.0,21.0,10945.308805106837
3896,3.58,911.0,24.0,16502.78620930718
3897,4.51,1070.0,27.0,27140.00949485198
3898,1.33,639.0,3.0,1027.2170219197665
3899,2.5,761.0,18.0,7208.698502927139
3900,3.58,910.0,24.0,16502.78620930718
3901,4.5,1060.0,27.0,27140.00949485198
3902,1.3,628.0,3.0,889.9817828354527
3903,1.39,574.0,9.0,1219.7966515848211
3904,2.5,760.0,18.0,7208.698502927139
3905,2.97,812.0,21.0,10945.308805106837
3906,3.58,909.0,24.0,16502.78620930718
3907,4.5,1060.0,27.0,27140.00949485198
3908,1.26,602.0,3.0,729.8548052819807
3909,1.3,564.0,6.0,838.4282473900439
3910,1.39,574.0,9.0,1219.7966515848211
3911,2.5,759.0,18.0,7208.698502927139
3912,2.97,811.0,21.0,10945.308805106837
3913,4.5,1060.0,27.0,27140.00949485198
3914,1.2,505.0,6.0,410.31294450985087
3915,1.39,593.0,9.0,1219.7966515848211
3916,1.66,648.0,12.0,2386.039620401448
3917,2.09,717.0,15.0,4342.937684322529
3918,2.51,786.0,18.0,7208.698502927139
3919,3.6,933.0,24.0,16502.78620930718
3920,1.2,505.0,6.0,414.61692644526886
3921,1.66,648.0,12.0,2386.039620401448
3922,2.09,716.0,15.0,4342.937684322529
3923,1.2,504.0,6.0,408.87828386471153
3924,1.39,591.0,9.0,1219.7966515848211
3925,2.51,783.0,18.0,7208.698502927139
3926,2.98,834.0,21.0,10945.308805106837
3927,3.6,931.0,24.0,16502.78620930718
3928,1.28,621.0,3.0,797.3362154810894
3929,1.39,591.0,9.0,1219.7966515848211
3930,1.66,646.0,12.0,2386.039620401448
3931,3.59,930.0,24.0,16502.78620930718
3932,1.25,602.0,3.0,673.5574649296516
3933,1.39,590.0,9.0,1219.7966515848211
3934,1.66,645.0,12.0,2386.039620401448
3935,2.98,832.0,21.0,10945.308805106837
3936,3.59,929.0,24.0,16502.78620930718
3937,1.2,556.0,3.0,438.7234140738147
3938,1.22,509.0,6.0,466.7778364703714
3939,1.39,589.0,9.0,1219.7966515848211
3940,2.09,712.0,15.0,4342.937684322529
3941,2.51,780.0,18.0,7208.698502927139
3942,2.98,831.0,21.0,10945.308805106837
3943,4.53,1080.0,27.0,27140.00949485198
3944,1.16,522.0,3.0,291.08950330611833
3945,1.22,510.0,6.0,475.44863219427924
3946,1.39,588.0,9.0,1219.7966515848211
3947,2.98,830.0,21.0,10945.308805106837
3948,4.53,1080.0,27.0,27140.00949485198
3949,1.14,499.0,3.0,201.9520477482639
3950,1.22,512.0,6.0,488.454825780141
3951,1.66,642.0,12.0,2386.039620401448
3952,2.09,710.0,15.0,4342.937684322529
3953,2.98,829.0,21.0,10945.308805106837
3954,3.59,926.0,24.0,16502.78620930718
3955,4.52,1080.0,27.0,27140.00949485198
3956,1.12,470.0,3.0,121.15552068569036
3957,1.39,587.0,9.0,1219.7966515848211
3958,2.51,777.0,18.0,7208.698502927139
3959,2.98,828.0,21.0,10945.308805106837
3960,3.59,925.0,24.0,16502.78620930718
3961,1.13,472.0,3.0,167.63538399555136
3962,1.39,586.0,9.0,1219.7966515848211
3963,2.98,826.0,21.0,10945.308805106837
3964,1.17,496.0,3.0,299.07962062174835
3965,1.24,526.0,6.0,579.3306292729818
3966,1.66,640.0,12.0,2386.039620401448
3967,2.09,707.0,15.0,4342.937684322529
3968,2.51,774.0,18.0,7208.698502927139
3969,3.59,923.0,24.0,16502.78620930718
3970,4.52,1070.0,27.0,27140.00949485198
3971,1.25,528.0,6.0,589.5198614461247
3972,1.39,584.0,9.0,1219.7966515848211
3973,1.66,639.0,12.0,2386.039620401448
3974,2.08,706.0,15.0,4342.937684322529
3975,2.51,773.0,18.0,7208.698502927139
3976,3.59,922.0,24.0,16502.78620930718
3977,4.52,1070.0,27.0,27140.00949485198
3978,1.29,599.0,3.0,816.6046504231068
3979,1.25,533.0,6.0,622.9987671578799
3980,2.51,772.0,18.0,7208.698502927139
3981,2.98,823.0,21.0,10945.308805106837
3982,3.59,921.0,24.0,16502.78620930718
3983,4.52,1070.0,27.0,27140.00949485198
3984,1.26,534.0,6.0,628.821185542533
3985,2.51,771.0,18.0,7208.698502927139
3986,2.98,822.0,21.0,10945.308805106837
3987,3.59,920.0,24.0,16502.78620930718
3988,4.52,1070.0,27.0,27140.00949485198
3989,1.18,537.0,3.0,349.81634197722343
3990,1.26,535.0,6.0,641.9216269080024
3991,1.39,582.0,9.0,1219.7966515848211
3992,1.66,636.0,12.0,2386.039620401448
3993,2.08,703.0,15.0,4342.937684322529
3994,2.51,770.0,18.0,7208.698502927139
3995,2.97,821.0,21.0,10945.308805106837
3996,3.59,919.0,24.0,16502.78620930718
3997,1.27,542.0,6.0,681.2229510044108
3998,1.39,581.0,9.0,1219.7966515848211
3999,1.66,635.0,12.0,2386.039620401448
4000,2.08,702.0,15.0,4342.937684322529
4001,2.51,769.0,18.0,7208.698502927139
4002,4.52,1070.0,27.0,27140.00949485198
4003,1.27,545.0,6.0,698.69020615837
4004,1.39,580.0,9.0,1219.7966515848211
4005,4.51,1070.0,27.0,27140.00949485198
4006,1.27,544.0,6.0,698.69020615837
4007,1.66,634.0,12.0,2386.039620401448
4008,2.51,767.0,18.0,7208.698502927139
4009,3.58,915.0,24.0,16502.78620930718
4010,1.17,488.0,3.0,285.8849314766711
4011,1.28,549.0,6.0,732.1691118701252
4012,1.66,633.0,12.0,2386.039620401448
4013,2.51,766.0,18.0,7208.698502927139
4014,2.97,817.0,21.0,10945.308805106837
4015,3.58,914.0,24.0,16502.78620930718
4016,4.51,1070.0,27.0,27140.00949485198
4017,1.39,578.0,9.0,1219.7966515848211
4018,1.66,632.0,12.0,2386.039620401448
4019,2.08,698.0,15.0,4342.937684322529
4020,2.51,765.0,18.0,7208.698502927139
4021,2.97,816.0,21.0,10945.308805106837
4022,3.58,913.0,24.0,16502.78620930718
4023,4.51,1070.0,27.0,27140.00949485198
4024,1.29,558.0,6.0,784.570877332003
4025,1.39,577.0,9.0,1219.7966515848211
4026,1.66,631.0,12.0,2386.039620401448
4027,2.08,697.0,15.0,4342.937684322529
4028,3.58,912.0,24.0,16502.78620930718
4029,1.39,576.0,9.0,1219.7966515848211
4030,1.66,630.0,12.0,2386.039620401448
4031,2.51,763.0,18.0,7208.698502927139
4032,2.97,814.0,21.0,10945.308805106837
4033,3.58,911.0,24.0,16502.78620930718
4034,1.3,563.0,6.0,820.9609922360846
4035,1.39,576.0,9.0,1219.7966515848211
4036,1.66,629.0,12.0,2386.039620401448
4037,3.58,910.0,24.0,16502.78620930718
4038,1.33,642.0,3.0,1023.9916534620812
4039,1.39,575.0,9.0,1219.7966515848211
4040,1.66,629.0,12.0,2386.039620401448
4041,2.08,695.0,15.0,4342.937684322529
4042,2.97,812.0,21.0,10945.308805106837
4043,3.58,909.0,24.0,16502.78620930718
4044,4.51,1060.0,27.0,27140.00949485198
4045,1.31,569.0,6.0,861.7179209286563
4046,1.39,574.0,9.0,1219.7966515848211
4047,2.08,694.0,15.0,4342.937684322529
4048,2.97,811.0,21.0,10945.308805106837
4049,3.58,908.0,24.0,16502.78620930718
4050,1.39,573.0,9.0,1219.7966515848211
4051,1.66,627.0,12.0,2386.039620401448
4052,2.5,758.0,18.0,7208.698502927139
4053,3.58,907.0,24.0,16502.78620930718
4054,4.5,1060.0,27.0,27140.00949485198
4055,1.25,570.0,3.0,606.987116600084
4056,1.2,505.0,6.0,413.1822658001295
4057,1.39,593.0,9.0,1219.7966515848211
4058,2.98,835.0,21.0,10945.308805106837
4059,3.6,933.0,24.0,16502.78620930718
4060,1.39,592.0,9.0,1219.7966515848211
4061,1.66,647.0,12.0,2386.039620401448
4062,2.09,715.0,15.0,4342.937684322529
4063,3.6,932.0,24.0,16502.78620930718
4064,1.28,608.0,3.0,787.5972782549611
4065,1.21,505.0,6.0,423.2248903161049
4066,1.66,646.0,12.0,2386.039620401448
4067,2.09,714.0,15.0,4342.937684322529
4068,2.98,833.0,21.0,10945.308805106837
4069,3.6,931.0,24.0,16502.78620930718
4070,1.39,590.0,9.0,1219.7966515848211
4071,2.09,713.0,15.0,4342.937684322529
4072,4.53,1080.0,27.0,27140.00949485198
4073,1.27,610.0,3.0,724.0742747993755
4074,1.21,506.0,6.0,446.54597978125315
4075,1.39,589.0,9.0,1219.7966515848211
4076,1.66,644.0,12.0,2386.039620401448
4077,2.09,712.0,15.0,4342.937684322529
4078,3.59,928.0,24.0,16502.78620930718
4079,4.53,1080.0,27.0,27140.00949485198
4080,1.23,579.0,3.0,551.5380062642242
4081,1.22,508.0,6.0,462.44243860841755
4082,1.39,589.0,9.0,1219.7966515848211
4083,1.66,644.0,12.0,2386.039620401448
4084,2.98,830.0,21.0,10945.308805106837
4085,3.59,927.0,24.0,16502.78620930718
4086,1.39,588.0,9.0,1219.7966515848211
4087,1.66,643.0,12.0,2386.039620401448
4088,2.09,710.0,15.0,4342.937684322529
4089,2.51,778.0,18.0,7208.698502927139
4090,1.14,498.0,3.0,206.27697363470583
4091,1.23,516.0,6.0,511.57694771056185
4092,1.66,642.0,12.0,2386.039620401448
4093,2.09,709.0,15.0,4342.937684322529
4094,2.51,777.0,18.0,7208.698502927139
4095,2.98,828.0,21.0,10945.308805106837
4096,1.12,474.0,3.0,135.29268762684444
4097,1.24,521.0,6.0,544.3961189650634
4098,1.66,641.0,12.0,2386.039620401448
4099,2.09,708.0,15.0,4342.937684322529
4100,2.51,776.0,18.0,7208.698502927139
4101,3.59,924.0,24.0,16502.78620930718
4102,1.24,520.0,6.0,544.3961189650634
4103,1.39,585.0,9.0,1219.7966515848211
4104,2.09,707.0,15.0,4342.937684322529
4105,2.51,775.0,18.0,7208.698502927139
4106,1.24,525.0,6.0,574.963815484492
4107,1.66,639.0,12.0,2386.039620401448
4108,2.09,706.0,15.0,4342.937684322529
4109,2.51,774.0,18.0,7208.698502927139
4110,3.59,922.0,24.0,16502.78620930718
4111,4.52,1070.0,27.0,27140.00949485198
4112,1.17,496.0,3.0,303.47785033677405
4113,1.26,534.0,6.0,625.9099763502065
4114,1.39,584.0,9.0,1219.7966515848211
4115,3.59,921.0,24.0,16502.78620930718
4116,1.26,541.0,6.0,665.2113004466147
4117,2.08,704.0,15.0,4342.937684322529
4118,2.51,772.0,18.0,7208.698502927139
4119,2.98,823.0,21.0,10945.308805106837
4120,4.52,1070.0,27.0,27140.00949485198
4121,1.27,548.0,6.0,705.9682291391863
4122,1.39,582.0,9.0,1219.7966515848211
4123,1.66,637.0,12.0,2386.039620401448
4124,1.25,602.0,3.0,681.4742784166979
4125,1.26,538.0,6.0,659.3888820619617
4126,1.39,581.0,9.0,1219.7966515848211
4127,2.08,702.0,15.0,4342.937684322529
4128,3.59,918.0,24.0,16502.78620930718
4129,1.28,548.0,6.0,713.2462521200027
4130,1.66,635.0,12.0,2386.039620401448
4131,2.08,702.0,15.0,4342.937684322529
4132,2.51,768.0,18.0,7208.698502927139
4133,3.59,917.0,24.0,16502.78620930718
4134,4.52,1070.0,27.0,27140.00949485198
4135,1.11,461.0,3.0,80.36298727637812
4136,1.28,549.0,6.0,721.9798796969823
4137,1.39,580.0,9.0,1219.7966515848211
4138,1.66,634.0,12.0,2386.039620401448
4139,2.51,767.0,18.0,7208.698502927139
4140,2.97,819.0,21.0,10945.308805106837
4141,3.58,916.0,24.0,16502.78620930718
4142,4.52,1070.0,27.0,27140.00949485198
4143,1.28,552.0,6.0,743.8139486394314
4144,1.39,579.0,9.0,1219.7966515848211
4145,2.08,700.0,15.0,4342.937684322529
4146,2.97,818.0,21.0,10945.308805106837
4147,4.51,1070.0,27.0,27140.00949485198
4148,1.29,558.0,6.0,780.2040635435131
4149,1.39,578.0,9.0,1219.7966515848211
4150,1.66,632.0,12.0,2386.039620401448
4151,2.08,699.0,15.0,4342.937684322529
4152,2.97,817.0,21.0,10945.308805106837
4153,1.29,559.0,6.0,790.3932957166561
4154,1.66,631.0,12.0,2386.039620401448
4155,2.51,764.0,18.0,7208.698502927139
4156,2.97,816.0,21.0,10945.308805106837
4157,3.58,913.0,24.0,16502.78620930718
4158,1.3,567.0,6.0,838.4282473900439
4159,1.39,577.0,9.0,1219.7966515848211
4160,3.58,912.0,24.0,16502.78620930718
4161,1.3,565.0,6.0,831.1502244092276
4162,1.39,576.0,9.0,1219.7966515848211
4163,1.66,630.0,12.0,2386.039620401448
4164,2.51,762.0,18.0,7208.698502927139
4165,3.58,911.0,24.0,16502.78620930718
4166,1.28,582.0,3.0,776.6645358204687
4167,1.3,564.0,6.0,829.6946198130644
4168,1.39,575.0,9.0,1219.7966515848211
4169,2.08,695.0,15.0,4342.937684322529
4170,2.97,813.0,21.0,10945.308805106837
4171,4.51,1060.0,27.0,27140.00949485198
4172,1.33,632.0,3.0,1011.5928344559132
4173,1.39,574.0,9.0,1219.7966515848211
4174,2.08,694.0,15.0,4342.937684322529
4175,2.51,760.0,18.0,7208.698502927139
4176,2.97,812.0,21.0,10945.308805106837
4177,4.51,1060.0,27.0,27140.00949485198
4178,1.33,640.0,3.0,1019.7190874531991
4179,1.39,574.0,9.0,1219.7966515848211
4180,2.51,759.0,18.0,7208.698502927139
4181,2.97,811.0,21.0,10945.308805106837
4182,4.51,1060.0,27.0,27140.00949485198
4183,1.3,631.0,3.0,923.3350248410641
4184,1.66,626.0,12.0,2386.039620401448
4185,2.5,758.0,18.0,7208.698502927139
4186,2.97,810.0,21.0,10945.308805106837
4187,3.58,907.0,24.0,16502.78620930718
4188,4.5,1060.0,27.0,27140.00949485198
4189,1.24,566.0,3.0,585.1530476576348
4190,1.21,506.0,6.0,426.0942116063836
4191,1.39,592.0,9.0,1219.7966515848211
4192,2.09,715.0,15.0,4342.937684322529
4193,2.51,785.0,18.0,7208.698502927139
4194,3.6,932.0,24.0,16502.78620930718
4195,4.54,1080.0,27.0,27140.00949485198
4196,1.21,506.0,6.0,431.832854186941
4197,1.39,591.0,9.0,1219.7966515848211
4198,1.66,647.0,12.0,2386.039620401448
4199,2.09,715.0,15.0,4342.937684322529
4200,2.51,783.0,18.0,7208.698502927139
4201,3.6,931.0,24.0,16502.78620930718
4202,1.28,598.0,3.0,744.243299635422
4203,1.22,511.0,6.0,468.2229690910227
4204,1.66,646.0,12.0,2386.039620401448
4205,2.09,714.0,15.0,4342.937684322529
4206,3.6,930.0,24.0,16502.78620930718
4207,4.53,1080.0,27.0,27140.00949485198
4208,1.21,508.0,6.0,453.7716428845097
4209,1.39,590.0,9.0,1219.7966515848211
4210,2.09,713.0,15.0,4342.937684322529
4211,2.51,781.0,18.0,7208.698502927139
4212,2.98,831.0,21.0,10945.308805106837
4213,3.6,929.0,24.0,16502.78620930718
4214,4.53,1080.0,27.0,27140.00949485198
4215,1.28,616.0,3.0,777.544181763474
4216,1.22,514.0,6.0,491.3450910214436
4217,1.39,589.0,9.0,1219.7966515848211
4218,1.66,644.0,12.0,2386.039620401448
4219,2.51,780.0,18.0,7208.698502927139
4220,2.98,830.0,21.0,10945.308805106837
4221,3.6,928.0,24.0,16502.78620930718
4222,4.53,1080.0,27.0,27140.00949485198
4223,1.39,588.0,9.0,1219.7966515848211
4224,1.66,643.0,12.0,2386.039620401448
4225,3.59,927.0,24.0,16502.78620930718
4226,4.53,1080.0,27.0,27140.00949485198
4227,1.22,572.0,3.0,525.0753241454861
4228,1.23,517.0,6.0,517.357478193167
